unique_id,academic_year,exam_type,course,year,subject,topic,subtopic,question
315,15-16,,,1st,math,,,"z°j +3x""yz""k
is irrotational and find the scalar potential.

3) Verify Green’s theorem in the plane for J (x?"
316,15-16,,,1st,math,,,"ydx + x’ dy) where C is
boundary of the triangle with vertices (0,0); (1,0) ; (1,1).

4) Obtain the Fourier series for f (x)= x’?"
317,15-16,,,1st,math,,,",for 0< x<22.?"
318,11-12,,,1st,math,,,"--- Page 1 ---
GLA University, Mathura

| II-Mid Term Examination, 2011-12
. Course: - B.Tech. I Year I Sem.
Subject: - MathematicsI (AHM ~ 101 ) University Roll No:- -

Time:- 96 Minutes. | Total Marks:- 40
Note:- | . _ sos 7
=) Attempt ALL questions of group A, ANY TWO from Group B and ANY TWO from Group C.

..' 2). All parts of a question (a, b; etc.) should be answered at one place.
_ 3) Answer should be brief and to-the-point and be supplemented with neat sketches.
_ 4) Any missing or wrong data may be:assumed suitably giving proper justification.
5) Figures on the right-hand side margin indicate full marks.
group=A SSS BI
PILL IN THE BLANKS : | os -
Q.1. The differential equation dy / dx?"
319,11-12,,,1st,math,,,"+2 (dy/dx)>+y=Oisof ___orderand __ degree.
Q.2. The differential equation satisfying the relation y= A e+ B€* is___(A,B are constants)
Q.3. The general solution of x dy — y dx =0 is y =
Q.4. The integrating factor of the differential equation (dy/dx) + 201 1 (y/x) = 2012 is -_
25. The complementary function of the differential equation (d°y/dx°) - (@y /dx?"
320,11-12,,,1st,math,,,")=Ois —_.
Q.6. The particular integral of the differential equation (D — 1)* y = 1 where D = d/dx is,
Q.7. The particular integral of the differential equation (d’y/dx) + y=sinxis
Q.8. The general solution of the differential equation x” (#y/ax2) + x (dy/dx) =Qis |
GROUP —B ° (Attempt ANY TWO) (5*2=10)
@.1. Solve the differential equation: (D+2)(D-1) y= et (Assume D = d/ dx)
2, Solve the differential equation : (D?"
321,11-12,,,1st,math,,,"+1)y = cosec x (Assume D = d/ dx)
3. Solve the differential equation : (d‘y / dx‘) - y = ove x cosh x .
| GROUP—C (AttemptANYTWO) = (7*2= 14)
“1, Solve the differential eqn.(D?"
322,11-12,,,1st,math,,,"+ 1 ) y = sec x tanx by method of variation of parameters.
1.2. Solve the following system of simultaneous linear differential equations : |
(awdt) + (dy/dt) + 3x = sint , (dx! dt) + y — xX = cost
).3. A circuit consists of an inductance L and a condenser of capacity C in series. An alternating
e.m.f E sin nt is applied to the circuit at time t = 0, the initial current and the charge on the
condenser being zero. Prove that the current at time t is

i= [nE(cos wt—cosnt)} / [L(n’-w’)] where CLW = ]?"
323,21-22,,,1st,math,,,"--- Page 1 ---
Printed Pages: 03 University Roll No.........-.+-

Mid-Term Examination, Odd Semester 2021-22
B. Tech. (Hons.) CS / B. Tech. VLSI, I-Year, I-Semester

Engineering Calculus

BMAS 0104 :
Maximum Marks: 15

Time: 2 Hours
Section- A

Note: Attempt All Three Questions.

Q. 1 If we change the coordinate system in a triple integral from

3x 1 =3 Marks

Cartesian coordinate to Spherical polar coordinate system, we use the

relation x=rsin@cos¢, y=rsin@sing, z=rcos@. In this case

6(x, y, 2)
™ pate es
small volume de dy dz=|J\drd0dg where /=Z 77 9 Gy -

Calculate J.
Q. 2 Find all the 1“ order partial derivatives of the following function

5 2x + 3z

,z) =e a +2"" =
F(z,z) =! i 4z—72

Q. 3 Find the n'"" derivative of sin6x cos4x.

Pase-1

--- Page 2 ---
Section- B

Note: Attempt All Three Questions. 3 x 2 =6 Marks
Q. 1 Use the composite function for u=f(2x-3y, 3y-4z, 4z-2x),

1du 10u 1 0u
compute the value Jax 30y 402
Q.2 If “.v,W are roots of the cubic polynomial
(x-a) +(x-b )' +(x-c) =0 inx, find the Jacobian et
Q. 3 By using Lagrange’s method, divide 24 into three positive
numbers such that continued product of the first, square of second and

the cube of the third may be maximum.

Section — C
Note: Attempt Any Two Questions. 2x 3 =6 Marks

Q.1 A rectangular box, which is open at the top, has a capacity of 256
cubic feet. Determine the dimensions of the box such that the least
material is required for the construction. Use the Lagrange method of
multipliers to obtain the solution.

Pase-2

--- Page 3 ---
Pase-2

Q. 2 Apply the Euler’s theorem and its deductions, show that for

7 oy:
u=sin

Ou Ou 1

—_—_— —— u

(i) Ox “Oy 2

Ou Ou Ou sin u.cos 2u
(ii) x ——=+2xy +o —— 2 -——;—
Ox Oxdy Oy 4cos’ u

Q. 3 Apply the Leibnitz’s theorem for the function y=(sin™ x) ,
show that its n"" derivative at ¥=9 is

0, if n is odd
y ” (0)= 9 42 £2 2 P A
2. 2°.4°. 6°....(n-—2)°, if nis even

Pase-3?"
324,23-24,,,1st,math,,,"--- Page 1 ---
20:37 4- @ (@) seule

Course Name: Engineering Calculus
Course Outcome
CO1- Compute n"" order derivative and study its application in Leibnitz theorem
COQ2- Understand partial differentiation and its applications
CO3- Compute the Jacobian and its applications
CO4- Understand the expansion of functions

Printed Pages: 4 University Roll Now ...... ccc cece cece eu eeee
GQ « e

Mid Term Examination, Odd Semester 2023-24
B. Tech., Year I, Semester I
Subject Code and Name-BMAS 0104 and Engineering calculus

Time: 2 Hours Maximum Marks: 30

Instruction for students:
All questions are compulsory. The symbols have their usual meanings.

Section-—A
Attempt All Questions. 3 ¥ 5=15 Marks

Find the n"" derivative of the following functions:

P 1
(i) y= 2x+3

(i)y = e*>
(iii) y= sin’x

OR,


--- Page 2 ---
Test if the function
x+y

f(y) = =— >=

VX + Jy

is a homogeneous function in x and y or not?"
325,23-24,,,1st,math,,,"If yes,

then find the following:

(i} degree of f (x, y)
yy OF yy Of
(ii) x Ax +y ay

a*f af a*f
(iii) x aya t 2xY ay Ox + y?"
326,23-24,,,1st,math,,,ay?
327,23-24,,,1st,math,,,"If u=xyz,
v=xyt+yzt+zZx,
and, w= x+y+tzZ,

then compute the Jacobian:

O(u, v, w)
a(x, y, Z)

Ifu= e** then prove that:

7%. e*¥2 (14+ 3xyz+ x?"
328,23-24,,,1st,math,,,"y* z”)
Ox Gy dz

OR,
Expand e* sin y about the point (0, 0) as far as the

terms of lil degree.

>
hs
C
ww

|

--- Page 3 ---
20:37 4- @ (®@) @ee al

| e
€ Mid Term.pdf BQ :
is given by |
x = log, (t* + 3t +2), man
f
|

ve)
—_

Determine the velocity, acceleration and the rate of! |
. , . . - ; 1
change of acceieration of the rocket att = 5, | |

Section -B
Attempt Ali Questions. 5X 3= i5 Marks

| No. | ‘Detail of Question CO BL | KL

(a) Ifu= tan~1 (=) , Use Euler’s theorem to prove

that:

(i) 2x s +2 = =sin2u
dx“?"
329,23-24,,,1st,math,,,"ay ~

2 2 :
° | (ii) x?"
330,23-24,,,1st,math,,,<5 + 2xy + y?
331,23-24,,,1st,math,,,SF = ~sin2u sin?
332,23-24,,,1st,math,,,"u Pe pai FyP

a*u
ay ax

(b) Prove that:
1

x 2 1 zZ i 2 A 3
e loge(it+y)=yt+xy~-sy $5 YF AY +3y +

Ifx =rcos8, y =r sin @ then,

(i) Calculate Jy = son |

a(r, 8)
a(x, ¥y)

(ii) Calculate Jz

(iii) Provethat: Jy fzg=1

OR, : > 1 y

Oe at ee

Ify = (sin~+x)*, prove that |
(i) A- x*)y2-xyi- 2=0
|

(ii) (1 ~ x*)Ynx2 — (2n + 1)XVn41 ~ n* Vn = 0.

The suffixes denote differentiation with respect to x.

ZB

--- Page 4 ---
20:38 4 @ (Q) O08

=

| (a} In a project work, Rakesh was given a funcnon |

x+y

u (x,¥) = t-xy

|

iwerdle Mickesh was given another function |

ee hg et NE ee sw

1

v(x, y) = tan’ at tan! y.

|
They were asked by their teacher to establish a relation
between these functions, 1f possible. Are these functions,
functionality related?"
333,23-24,,,1st,math,,,"If yes, what should be the relation
between u and v?"
334,23-24,,,1st,math,,,"(b) The curves f (x, y) = 0 and @ (x, y) = 0 touch
each other. Show that a: the point of contact, the

following condition holiis:

af a@p af ag
ax’ @y ay’ a@x

— —_— ee + oe = eee ae

Oe ee a ee Ce ee et Ne RS Fe nS eR SO Rr ee ee?"
335,11-12,,,1st,math,,,"--- Page 1 ---
21:44 OoBoaen

@ tie G1

€ 1st Midterm.pdf E) fQ

Page 1 of 2

vnivertyroune, [1 1 1 | | [T 7 [ TJ

G.L.A. UNIVERSITY, MATHURA
B.TECH. IYEAR I SEM. FIRST MID-TERM EXAMINATION, SEPT. 2011
M.M.: 40 MATHEMATICS -I (AHM-101) Time: 1 Hr. 30 Min.

Instructions :

1. This question paper has three parts — A, B and C.
2. Attempt ALL parts of this question paper.

3. Marks are indicated against each part.

PART _A
Attempt ALL questions of this Part. (8 x 2= 16 Marks)

Q1. If y=(x+a)"" where ‘a’ is a constant then find the n™ derivative of y.
Q2. Write down the n"" derivative of log, x.

Q3. If y = exp. ( tari x ) then find A in (1 +x’) y2 = Ayi.

Q4. Ifu=x’+y’ then find 2 u/ ax dy.

Q5. If u=(x""4+y!4)/( x+y"" ) then find x dWdx+ ydu/dy.

Q6. If f=x + 4y where x=2s+t,y=s+2t then find of/ at.

Q.7. If x =rcos8,y=rsin 6 then find 8(x, y)/ 9 (r, 8)

Q.8. If u (x,y) is a homogeneous function in x and y of degree n then find
x?"
336,11-12,,,1st,math,,,(u/ ax?
337,11-12,,,1st,math,,,) + 2xy (Pu/ ax dy) + y?
338,11-12,,,1st,math,,,"(#u/ dy’)

P.T.O.


--- Page 2 ---
Page 2 of 2

PART B
Attempt any THREE of the following: (3x 5=15 Mar!
Q9. If y = sin ( m siri'x ) , prove that ( ] ~ x’) y2 —Xy) +m’ y=0
Q10. If u= loge [(x* +y*)/(xty)] , Use Euler’s theorem to prove that
x du/Ax + ydu/dy = 3.

Qll. If x‘ y’ z* =constant show that & z/ ax dy =—(x log, ex)!
When w= Y= Z
Q12. If x=u(l-v),y=uv Prove that JJ’=1

where J=@(x,y)/@(u,v) and J’=8(u,v)/a(x, y)

I ,
Q13. Evaluate J DING 20 using differentiation under the integral sign.

PART C

Attempt any ONE of the following questions : (1x9 =9 Mark:

Ql4. Ify=[x+V(1+x’)]"" , prove that
( 1+’) yarn +(2n+1)xX yas, + (n’-m)y, =0.

Also find ( Yn )o-
Q15. If V=f(e’~*,e* *, e*~”) find the value of Vx + Vy + V2.

Q16. Given u = x"" fi (y/x)+y™"" {(x/y) then prove that

x?"
339,11-12,,,1st,math,,,(Pu/ dx’) + 2xy (Pu/ dx dy) + y?
340,11-12,,,1st,math,,,(Pu/ dy’) +x Awext+ y way =n?
341,11-12,,,1st,math,,,u?
342,11-12,,,1st,math,,,"--- Page 1 ---
GLA University, Mathura

Il-Mid Term Examination, 2011-12
Course: - B.Tech 1-Year, I-Sem.
Subject: - Physics -I Uni. Roll No:-
Time:-90 Minutes Total Marks:- 40
; Notes:-
1) Answer all questions, Group A is compulsory, Any Two from Group B and Any Two
from Group C.

2) All parts of a question (a, b, etc.) should be answered at one place.
3) Answer should be brief and to-the-point and be supplemented with neat sketches.
4) Any missing or wrong data may be assumed suitably giving proper justification.
5) Figures on the right-hand side margin indicate full marks.
————— eee
Group A
Q.1 16*1= 16
(i) Which of the following is conserved when light waves interfere?"
343,11-12,,,1st,math,,,"(a) amplitude (b) intensity (c) energy (d) momentum

(ii) For constructive interference, phase difference between two coherent sources must be
(a) 2nx = (b) (2m+i)m ——(c) (2n-1) w/2——(d) (2-1) 2/2
(iii) In young’s interference experiment, n™ order bright fringes of wavelengths A, and , are forming at
distances x and y from the central bright fringe respectively. The ratio between wavelengths (A,/ A.) is
(a) wy (b) y/x (c) yx?"
344,11-12,,,1st,math,,,"(4) x’/

(iv) In biprism experiment, the two slits are at a distance d apart. Interference pattern is observed at a
distance D from the slits. At a point on the screen directly opposite to one of the slits, a dark fringe is
observed. Wavelength of the wave is nearly ;

2
(a= (b)= (= (d=
(v) Intensity in biprism experiment set up at central bright fringe is Ip. If one of the two sources is covered
then intensity at this point will be
“(alo (b) ly /4 (c) Ip/2 (d) 41

(vi) In which of the following interference is produced by the divison of wavefront?"
345,11-12,,,1st,math,,,"(a) Fresenel biprism experiment (b) Young’s double slit experiment (c)Newton s ring (d) None of these
(vii) Condition for bright fringes in case transmitted light in parallel film will be
(a) 2ut cosr = nd (b) 2ut cosr = (2n-1)A/2 (c) 2ut® cosr = nd (d) 2yt’ sinr = na

(viii) In case of wedge shaped film, the shape of interference fringes will be
(a) circular (b) elliptical (c) hyperbolic (d) straight line ~
(ix) Newton's ring are
(a) locus of points of points of equal inclination (b) locus of points of points of equal thickness
(c) locus of points of points of equal inclination and equal thickness (d) none of these
(x)Bending of light rays round the corners of an obstacle is called
(a) diffraction (b) interference (c) polarisation (d) reflection
(xi) When one goes from central maximum to higher order of maximum in the diffraction pattern, then
intensity .

(a) increases (b) decreases (c) first increases and then decreases (d) none of these
(xii) In Fraunhofer diffraction, incident wavefront in general is
(a) spherical (b) cyiindrical (c) plane (d) ellipsoidal

(xiii) A light ray of wavelength A is falling normally on a wedge shaped film of wedge angle ( 6) and
refractive index x. The fringe width(f) in the interference pattern formed will be given by the expression
(a) B=A2ysin® (b) B =Ax2ysin@ (c) B=A*2pcos 6 (d) B=A/2ycos 6

—

(xiv) The interference phenomena can take place

(a) in transverse waves only (b) in longitudinal waves only (c) in standing waves only (d) in all waves
(xv) A drop of oil is spread on a water surface, it displays beautiful colors in daylight because of

(a) reflection of light (b) dispersion of light (c) polarisation of light (d) interference of light
(xvi) A dark spot is obtained at the point of contact of plano convex lens and glass plate in case of

Newton's rings in reflected because at this point path difference is \
(a) 4/2 (b) 2% (c) SA/2 (d) 40
Section- B $x2=10

Q.1 Two identical interfering beams of equal intensity have a phase difference of 5. Derive an expression
for the intensity as a function of 6.

Q.2 The inclined faces of a prism (u = 1.5) make an angle of 1° with the base of the prism. The slit is 15
cm from the biprism and is illuminated by light of A = 5900 A. Find the fringe width at a distance of 1 m
from the biprism.

Q.3 Light of wavelength 5893 A is reflected at nearly normal incidence from a soap film of refractive
index 1.42. What will be the least thickness that will appear (i) dark (ii) bright 2.5+2.5=5

Section- C 7*2=14

Q.1 Explain the formation of interference fringes due to paralle! thin film and derive the condition of
bright and dark fringes in reflected light. Also write the condition of bright and dark fringes in the
transmitted light for this film. $+2=7

Q.2 Derive an expression for the diameter of dark Newton's rings in reflected light. 7

Q.3 Define the fringe width and coherent sources. In Young's double slit experiment the slits are 0.1 mm
apart and the interference is observed on a screen placed at a distance of 200 cm from the slit. It is found
that 9 bright fringe is at a distance of 8.835 mm from the second dark fringe from the centre of pattern.
Find the wavelength of light used. 1+1+5=7?"
346,17-18,,,1st,math,,,"--- Page 1 ---
Printed Pages: 2 University Roll No. : ..........++++0++.
2™¢ Mid Term Examination, Even Semester 2017-18
B.Tech. (I Year) - Il Semester
Subject:- Engineering Mathematics-II_ Sub. Code:- AHM-2201

Time: 1 Hour Max. Marks: 15
Section-A

Attempt all questions: (3 x 2 = 6 Marks)

Q.1. Evaluate i fo xy e~*’ dx dy. (2)

Q.2. Change the order of the integration of the double integral
Se Sigh yay dx. (2)

Q.3. Find div F and curl F ,

where F = grad (x3 + y?"
347,17-18,,,1st,math,,,"+23 — 3xyz). (2)
Section-B
Attempt all questions: (3 x 3 = 9 Marks)

Q.1. (a) Transform the integral to Cartesian form and hence
evaluate: f° [r?"
348,17-18,,,1st,math,,,"sin@ cos@ dr dé. (1.5)
(b) Evaluate: fff,(x + y + z)dx dy dz,
where R:10 <x <1,1<y<2,2<zSs3. (1.5)

Page I

Q.2. (a) Find the area bounded between the parabolas y* = 4x and

x?"
349,17-18,,,1st,math,,,"= 4y. (1.5)
(b) Find the mass of an octant of the ellipsoid

x?"
350,17-18,,,1st,math,,,y?
351,17-18,,,1st,math,,,z?
352,17-18,,,1st,math,,,"=1,

the density at any point being p = xyz. (1.5)

Q.3. Find a vector towards the outward normal to the surface

x?"
353,17-18,,,1st,math,,,+ y?
354,17-18,,,1st,math,,,+z?
355,17-18,,,1st,math,,,"= 11. Also find the directional derivative of the
scalar point function f(xyz) = xyz atthe point P(1,1,3) in
the direction of this vector. (3)?"
356,22-23,,,1st,math,,,"--- Page 1 ---
COS- Apply measures of dispersion to data

Printed Pages: 2 University Roll No. ......++++ esse

Mid Term Examination, Even Semester 2022-23
B.Tech (Bio-Tech), | Year, Il Semester
BMAS 0131 & Calculus and Statistics

Time: 2 Hours Maximum Marks: 30

Instruction for students:
Attempts all of the questions.

Section — A 3.x 5=15 Marks

Detail of Question Marks [CO | BL] KL

The runs scored by 11 players of a team ina cricket
match are as follows:

7, 16, 121, 51, 101, 81,1, 16, 9,11, 16
Find the median of this data. |

Integrate cos*x with respect to x by using
trigonometric identities.

Write a note on measures of central tendency
emphasising on their importance and applications in
3 | biostatistics. Given that the mean of 5 numbers is 18.
If one number is excluded, their mean becomes 16.
Find the excluded number.
How can you apply integration by parts in solving an
integral?"
357,22-23,,,1st,math,,,"Find the integration of xe* using integration

Section —B 5x3 =15 Marks

| BL |
Find mean of the following data: 7
Class: 0-10 10-20 20-30 30-40 40-50 50-60
r-t3 15 20 28 35 21 :
where f is frequency.
Discuss the importance of Biostatisti

Statistics. Pro
mode of the following distribution is 10. acai:
(Size) [4 [5 Jo]?"
358,22-23,,,1st,math,,,"Final lactate ,

Write down any three i
properties of definite integral
Hence or mets evaluate the following iakigeals :
(a) fl, +x4+1) dx
wT
b 2 sinx
( ) Se cnx +enex*
OR,
Ina certain examination, the average grade of all the
students in class A is 68.4 and that of all the students
in class B is 71.2. If the average of both classes
combined is 70, find the ratio of the number of
students in class A to the number in class B.
CO — Course Outcome,

BL — Abbreviation for Bloom’
Understand, A- or Bloom's Taxonomy Level (R-

Knowledge Level ene sy Analyze, E-Evaluate, C-Create), KL — Moor ares

8 | (F-Factual, C-Conceptual, P-Procedural, M M tive) viation for
 M-Metacognitive).?"
359,15-16,,,1st,math,,,"--- Page 1 ---
56

22:01 4@- Qt Till

\

= ie. $: Teh I5¢ yeu
Ail Byend)

TTT TT TT

— aE

University Roll No. :
First Term Examination , Odd Semester 2015-16

B.Tech. (1 Year)- I Semester

Subject:- Mathematics - I Subject Code:- AHM-1001
Time: 1 42 Hours Max. Marks: 20
Section-A

“Note: Altempt All Questions 1x5=5

|. Find the nth derivative of —
x+2

—T x*+y4 . éu du .

2. fu = log (~~) then find the value ot x ta by Euler's
theorem.

' , d

3. x” + y* = c then tind =.

_ Define Asymptote and name the asymptotes if it is Hot parallel to co-

_

ordinate axis
§. State Taylor's theorem for two variables about origin

Section —B
Note: Affempt Any three Questions - 2x3=6
|. Find the asymptotes of x?"
360,15-16,,,1st,math,,,"+ 3xy + 2y* + 3x- 2y+1=0

2. itu = f(2x — 3y,3y - 42,42 — 2x) . then prove that

1du Ldu 1 Ou
+ = — ~

-— + = (—
2 dx 3dy 4 dz

3, Expand e*'""* by Maclaurin’s series upto the terms containing x*.

4. ify = (xt+v1l+ x2)” | then prove that

(1 + x7 )¥ns2 + (2n + 1)X¥n+1 + (né = m?"
361,15-16,,,1st,math,,,"*)¥p = 0

PTO

Section - C

Note: Attempt Any three Questions 3x3=9

|. If y = sin (msin”* x),, Find (y,) at x = 0.

7 au
2. —p*y2 * ove thut -—— = oa y 24,242

If u =e** then prove tha tnd yds (1 + 3xyz + x*y*z*)u
3. Obtain Taylor’s Expansion of f(x,y) = tan : () about point

(1.1) upto and inclusive of second degree terms. Hence compute

f(.1,0.9).
3 .. 1 1j2 \
4. lfu=cosec™! (4 ») . then prove that
7 2) ""yay
ou. dru ,0*u _ tanu .

= —— (13 + tan*u)

—+ 2xy——— + VG
. Ox *Y axdy y dy?"
362,15-16,,,1st,math,,,"144 -

4?"
363,15-16,,,1st,math,,,"--- Page 1 ---
22:06 4a - Q@arexre les

University Roll no.--------------------------------------
I Mid Term Examination, 2015-16
Mathematics - If Paper Code —- AHM 2001
Time: - 90 Min. Max. Marks:-20
Section - A
Note: Attempt All Questions. (1x5 = 05 Marks).
ad | 5
1) Find the value of r{F\r( 3)
6 6

2) Find the volume of the sphere x?"
364,15-16,,,1st,math,,,+ y?
365,15-16,,,1st,math,,,+z?
366,15-16,,,1st,math,,,"=4

) Define improper integral of first kind.

>)

4) In spherical polar coordinates dxdydz is replaced by?"
367,15-16,,,1st,math,,,"5) Write the Liouville’s extension of Dirichlet theorem of three
variables with the conditions.

Section -B

Note: Attempt Any Three questions. (3x2=6 Marks)

dx dy

oe

\s

+x +y’)

-o

) Evaluate { f=
“(1

i)

) Find the area between the curves y’ =4x and 2x-—3y+4=0

w

) Find the volume bounded between the paraboloid x* + y* =az

and the cylinder x?"
368,15-16,,,1st,math,,,"+y* =a’

--- Page 2 ---
22:06 4a - Qs enles4

2a

4) Test the convergence of | =
<,1+x

Section - C
Note: Attempt Any Three questions. (3x3=9 Marks)

2a Vax
1) Change the order of integration | | f(x, y) dy dx
0 J2ax-x

x + dx
dx. =
l= . la

3) By using the transformation x+ y=u , y =uv evaluate

1
2) Evaluate |
0

Y
| [x y(1-x-y)’ dedy integration being taken over the area of the
triangle bounded by the linesx=0, y=0, x+y=!.

4) Find the volume of the solid bounded by the co-ordinate planes and

the surface [Efe +: =1
a b .

o [te?"
369,15-16,,,1st,math,,,"--- Page 1 ---
22:03 40 - Q@xsenle4

University Roll No. : LTTT ETT)

Second Term Examination , Odd Semester 2015-16
B.Tech. (I Year)- [ Semester

Subject:- Mathematics - I Subject Code:- AHM-1001
Time: 1% Hours Max. Marks: 20
| Section-A
Note: Attempt All Questions 1x5=5
d(x, y)

Q.1lf x=rcos@ , y=rsin@ then find ar, @)

Q.2 Find the stationary points for the curve x«*° +)"" +6x+ 12°

Q.3 Write the formula for radius of curvature when curve is in parametric
form i.e x=f(t)and y= g(t).
Q.4 Is x axis forms envelope of family of circles »° +(v-—6)?"
370,15-16,,,1st,math,,,"=b* where bis

parameter. Also support your answer. -

4 *?"
371,15-16,,,1st,math,,,"q

Q.5 Check the symmetry of the curve 1° + ¥* =a’

Section-B
Note: Attempt Any three Questions 2x3=6
2 3 4%

Q.1 Giventhat u=x+yv+z7z, VEX  +v +2° and W=xvt+ wtn
o , . . . a

isu, Vand ware functionally related?"
372,15-16,,,1st,math,,,"if so find the relation between

them. P.T.O

--- Page 2 ---
22:03 4a - —@ se ules

Q.2 Examine the function f(x, y) = 3xo tv +4ay+x° ml its extreme
values .

Q.3 Find the radius of curvature of y’ = 2x(3—.x’) at the points where the
tangents are parallel to x-axis.

Q.4 Determine the envelope of family of curves x sint—y cost = at where

‘t’ is the parameter.

Section — C
Note: Attempt Any tiree Questions 3x3=9
2 2 2
Ut+tv+w=x' +y +2

O(u,v.w) _ (x= VM 22 =a)
Then prove that = a(yy.z) (u~rXy— wha) -

Q2. Find the minimum distance from the point (3, 4, 12) to the sphere
x?"
373,15-16,,,1st,math,,,"+ y 2+77 =1 by using Lagrange’s method.
Q3. Determine the circle of curvature of the curve v= x' -6x’ +3x+41
at (1, -1).

Q4. Trace the curve y (4+x) =x (3a-x)?"
374,14-15,,,1st,math,,,"--- Page 1 ---
l-Mid- Term Examination, 2014-2015

Mathematics-1 Paper Code: AHM-101
Time: 90 Minutes Max. Marks: 20
Section- A

Note: Attempt all questions:- (1 x 5 =5 Marks)

Q.1 Find the n” derivative of a* cosx.

Q2 if x°+yp"" =a’ find y
- dx

Q.3 Find the asymptotes parallel to Y-axis for the curve x'+x y -a’ (x?"
375,14-15,,,1st,math,,,"+ y ) =(0.

Q.4 Write the Taylor Series expansion for one variable in ascending power of /.

{ +> \ { a \ 7 Aen Ar As:
/ » 3% = J i a S/ =f
Q5 if u= *S\=)*8\<): then find the value of x° —~ + 2xy—— + y —>
x x Ox” Oxy Oy
Section- B
Note: Attempt any three questions:- (2 x 3= 6 Marks)
ax+bh

Q.1 If y= , thenfind y,.
cx+d

Q.2 If u=e"" *” then show that ms y& =2ulogu .
Ox ° oy

‘ 2x° 2°>x* ee
Q.3 Provethat e* cos x =1+ tT -F $ ccccceeceees by Maclaurin’s series.
3 . dw 4
Q4 If w= x yz+xy+z+3, where x=3 cost, y=3 sint and z=2f, Compute Tr’ at i=s
Section- C
Note: Attempt any three questions:- (3 x 3 = 9 Marks)

Q.1If y =sin | oe ( x” +2x+1)| then prove that(x + 1) v,.. +(2n4+ 1x +1) y., +(r° + 4), =0

—_.
x3+y

yeah

2 2
A. pee = Sn (tan?"
376,14-15,,,1st,math,,,"w +13)
axdy ° oy 144

Q.2 If u =sin™!

Ou
then prove that x° a + 2xy

2 =/(x’ >) th nat ot TH 2 (rat pyr)
Q3 if w=f(r), r?"
377,14-15,,,1st,math,,,"=(x + y*) then prove that —3 a :

Q.4 Find the first six terms of the expansion of the function e* log(1+ y) ina Taylor series in
the neighborhood of the point (0,0).?"
378,17-18,,,1st,math,,,"--- Page 1 ---
Printed Pages: 2 University RollNo: | | | | [| | [ [ [|

Mid Term Examination, Odd Semester, 2017-18

B.Tech. (I Year)- I Semester
Subject:- Engineering Mathematics-I Subject Code:- AHM-1201
: 1 Hour Max. Marks: 15
Section-A
Note: Attempt ALL questions. (3x2=6)

1. By changing to echelon form, find the rank of the matrix :

Se Be eee

~4@ $ 12 -1

2. (a) Two eigen values of a 3 x 3 non-singular matrix are 2 and 3. If
the sum of ‘product of two eigen values taken at a time’ is 11, then
find the characteristic equation of the matrix.

(b) If A is any square matrix, prove that A + A® is Hermitian, where
A® denotes the transpose-conjugate of A.

3. Write the condition for a differential equation i = M@Y) t
: ™ dx N(xy)

exact. Find the solution of (e” + 1)cosx dx +e” sinx dy = 0.

Section-B
Note: Attempt ALL questions. | (3x3=9)
1. For what values of A and y , the system of equations,
2x + 3y + 5z=9,7x + 3y —2z =8, 2x+3y+Az=uy will
have: (i) infinitely many solutions (ii) unique solution (iii) no

solution. Also solve the system for A=Sand w=10.

P.T.0.

2. Use Cayley Hamilton theorem to find the inverse of the matrix

45.3 i'd
21 =
Sie Brock

A=

ei _ dy —(xy?"
379,17-18,,,1st,math,,,"+y)
3. : differential t ee
Solve the ial equation ax Batytaxty)?"
380,22-23,,,1st,math,,,"--- Page 1 ---
CO3: Evaluate double and triple integrals and study their applications

CO4: Learn the use of change of variables in solving multiple integrals

COS: Find the gradient of a scalar field and divergence, curl of a vector field

CO6: Know various integral theorems related to line, surface and volume integrals

Printed Pages: 2 University Roll No. ............00cseeeeeeee

Mid Term Examination, Odd Semester 2022-23
B. Tech. (H) CS and B Tech EC (VLSD), I Year, I Semester
Subject Code: BMAS 1104, Subject Name: Engineering Calculus

Time: 2 Hours Maximum Marks: 15

Instruction for students:

Attempt ALL sections.
Section —-A
Attempt All Questions 1 X 3 = 3 Marks

No. Detail of Question | Marks | CO _| BL | KL |

What is the point of maximum value of function
f(x,y) =1-x?"
381,22-23,,,1st,math,,,-y?
382,22-23,,,1st,math,,,"Find the relation between the functions u, v and w if
u = (x-y)(y +2),

v = (x + y)(y —z) and

w = y(x — 2).

Section — B
Attempt All Questions ’ 2 X 3 = 6 Marks
TC etail of Question | Marks | CO | BL | KL |

= cin~1 ou _ _ ydu
ifu = sin aa prove that: = ——

Ifu = f(x?"
383,22-23,,,1st,math,,,"+ 2yz, y* + 2zx), prove that

2 gy) Ot 47 y2 — yz) Ot 4722 — xy) =
(y 2x) +(x y2)z +2 Ws 0
If x = Vow, y = Vwu and z = Vur, then

calculate the Jacobian

0(x, y,Z)
O(u,v,w)

If y = e*5!""**. then prove that

(1 — x?"
384,22-23,,,1st,math,,,)¥no2 — (2n + 1)XYn41 — (n?
385,22-23,,,1st,math,,,+ a?
